Police boundary,Age,Location,Outcome of investigation,Measure,Offence,Relationship of offender to victim,Sex,Ethnicity,Month and year,Value,Flags
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Total ethnicity,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Male,Total ethnicity,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,March 2015,9,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Male,Total ethnicity,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Female,Total ethnicity,March 2015,9,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Total ethnicity,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Female,Total ethnicity,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,European,March 2015,9,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,European,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,European,March 2015,6,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,European,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,European,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Indian,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Indian,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Maori,March 2015,12,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Maori,March 2015,6,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Maori,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Maori,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Pacific Island,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Pacific Island,March 2015,6,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Not Elsewhere Classified,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Not Stated / Inadequately Described,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Not Stated / Inadequately Described,March 2015,12,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Not Stated / Inadequately Described,March 2015,3,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,March 2015,6,
New Zealand,Ages 0 to 4 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Not Stated / Inadequately Described,March 2015,6,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Female,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,March 2015,63,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Male,Total ethnicity,March 2015,45,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Female,Total ethnicity,March 2015,18,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Total ethnicity,March 2015,15,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Male,Total ethnicity,March 2015,9,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Female,Total ethnicity,March 2015,9,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Total ethnicity,March 2015,42,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Male,Total ethnicity,March 2015,27,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Female,Total ethnicity,March 2015,15,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Total ethnicity,March 2015,6,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Male,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Female,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Female,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,March 2015,21,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Male,Total ethnicity,March 2015,9,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Female,Total ethnicity,March 2015,12,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Female,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Female,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Female,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Male,Total ethnicity,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Asian,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,European,March 2015,21,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,European,March 2015,6,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,European,March 2015,9,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,European,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,European,March 2015,9,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,European,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Total sex,European,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Indian,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Indian,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Maori,March 2015,18,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Maori,March 2015,6,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Maori,March 2015,12,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Maori,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Maori,March 2015,6,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Maori,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Pacific Island,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Pacific Island,March 2015,12,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Pacific Island,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Not Elsewhere Classified,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Not Elsewhere Classified,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Not Stated / Inadequately Described,March 2015,18,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Not Stated / Inadequately Described,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,March 2015,9,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Not Stated / Inadequately Described,March 2015,9,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,March 2015,3,
New Zealand,Ages 5 to 9 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Total ethnicity,March 2015,9,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Male,Total ethnicity,March 2015,9,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Female,Total ethnicity,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,March 2015,114,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Male,Total ethnicity,March 2015,48,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Female,Total ethnicity,March 2015,63,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Not Stated/Inadequately Described,Total ethnicity,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Total ethnicity,March 2015,27,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Male,Total ethnicity,March 2015,12,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Female,Total ethnicity,March 2015,15,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Total ethnicity,March 2015,81,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Male,Total ethnicity,March 2015,48,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Female,Total ethnicity,March 2015,36,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Total ethnicity,March 2015,27,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Male,Total ethnicity,March 2015,18,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Female,Total ethnicity,March 2015,9,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Total ethnicity,March 2015,6,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Male,Total ethnicity,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Female,Total ethnicity,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,March 2015,66,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Male,Total ethnicity,March 2015,6,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Female,Total ethnicity,March 2015,60,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Total ethnicity,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Female,Total ethnicity,March 2015,6,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Total ethnicity,March 2015,9,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Male,Total ethnicity,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Female,Total ethnicity,March 2015,9,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Total ethnicity,March 2015,15,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Male,Total ethnicity,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Female,Total ethnicity,March 2015,12,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,FAMILY MEMBER,Total sex,Total ethnicity,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,FAMILY MEMBER,Male,Total ethnicity,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,African,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Asian,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Asian,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,FAMILY MEMBER,Total sex,Asian,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,European,March 2015,6,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,European,March 2015,36,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,European,March 2015,12,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,European,March 2015,18,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,European,March 2015,12,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,European,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,European,March 2015,21,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,European,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,European,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,European,March 2015,6,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,FAMILY MEMBER,Total sex,European,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Indian,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Indian,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Indian,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Indian,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Indian,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Indian,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Latin American/Hispanic,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Maori,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Maori,March 2015,36,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Maori,March 2015,9,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Maori,March 2015,33,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Maori,March 2015,9,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Maori,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Maori,March 2015,24,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Maori,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Maori,March 2015,3,
